0.2700	0.2894
0.3279	0.3643
0.4207	0.4515
0.4846	0.5720
0.5978	0.6317
0.6950	0.7520
0.7768	0.8044
0.8532	0.9147
0.9562	1.0248
1.1188	1.1522
1.2538	1.3056
1.4511	1.4732
1.5383	1.5664
1.8783	1.9122
2.0041	2.0305
2.8333	2.8619
3.1234	3.1513
4.4754	4.5064
5.0100	5.0305
5.4131	5.4886
6.8667	6.8992
6.9355	7.1463
7.7800	8.2078
9.2018	9.8037
10.09  10.10
