5, s, 18, 5.83559, 292.227,  p
3, s, 27, 5.83674, 418.585, None
2, t, 25, 5.84847, 219.250, None
12, s, 7, 5.85588, 423.729, vp
0, t, 48, 5.85743, 131.044, None
4, s, 23, 5.86803, 259.000, None
4, t, 17, 5.87488, 227.480,  p
8, s, 12, 5.87605, 280.505, None
0, s, 53, 5.88313, 139.880, None
9, s, 11, 5.88577, 413.907, vp
5, t, 11, 5.89753, 204.457, None
2, s, 28, 5.90603, 185.426, None
1, t, 33, 5.91331, 165.728, None
14, s, 5, 5.92981, 115.687, None
1, s, 34, 5.93335, 154.823, None
10, s, 9, 5.94176, 320.000, None
3, t, 21, 5.95871, 226.706, None
0, t, 49, 5.96721, 131.044, None
0, s, 54, 5.97414, 138.831, None
5, s, 19, 5.99582, 284.657, None
5, t, 12, 5.99615, 205.931, None
2, t, 26, 6.00465, 217.486, None
6, s, 17, 6.02131, 300.752, None
8, s, 13, 6.02443, 264.690, None
15, s, 3, 6.03522, 805.802, IC
4, s, 24, 6.03626, 258.799, None
7, s, 15, 6.03897, 89.246, None
1, t, 34, 6.03922, 163.586, None
4, t, 18, 6.05183, 229.253, None
3, s, 28, 6.05373, 420.698, None
11, s, 8, 6.05580, 86.715, None
0, s, 55, 6.06526, 137.836, None
2, s, 29, 6.06618, 183.150, None
1, s, 35, 6.06914, 153.988, None
0, t, 50, 6.07699, 131.062, None
5, t, 13, 6.10268, 207.641, None
17, s, 1, 6.12905, 716.332, IC
3, t, 22, 6.12931, 224.417, None
12, s, 8, 6.13717, 567.215, vp
5, s, 20, 6.15598, 279.408, None
0, s, 56, 6.15648, 136.874, None
2, t, 27, 6.15971, 215.843, None
13, s, 6, 6.16119, 648.929, IC
1, t, 35, 6.16406, 161.577, None
8, s, 14, 6.17065, 256.148, None
0, t, 51, 6.18678, 131.096, None
9, s, 12, 6.18726, 465.116, vp
10, s, 10, 6.19088, 376.223, None
1, s, 36, 6.20383, 153.046, None
4, s, 25, 6.20482, 258.532, None
5, t, 14, 6.21717, 209.732, None
16, s, 3, 6.22236, 86.222, None
2, s, 30, 6.22558, 181.028, None
4, t, 19, 6.23450, 230.734, None
6, s, 18, 6.23556, 309.023, vp
0, s, 57, 6.24780, 135.925, None
3, s, 29, 6.27074, 421.585, None
1, t, 36, 6.28787, 159.668, None
0, t, 52, 6.29658, 131.130, None
3, t, 23, 6.29760, 222.668, None
2, t, 28, 6.31375, 214.270, None
5, s, 21, 6.31682, 275.330, None
8, s, 15, 6.31711, 250.627, None
15, s, 4, 6.33235, 398.883, IC
1, s, 37, 6.33741, 152.022, None
0, s, 58, 6.33921, 135.026, None
5, t, 15, 6.33976, 212.179, None
4, s, 26, 6.37342, 257.998, None
2, s, 31, 6.38420, 179.051, None
17, s, 2, 6.39521, 231.107, None
6, t, 1, 6.39786, 201.816, None
13, s, 7, 6.39897, 382.702, None
18, s, 1, 6.40212, 189.717, None
0, t, 53, 6.40638, 131.182, None
1, t, 37, 6.41074, 157.903, None
6, t, 2, 6.41265, 202.102, None
7, s, 16, 6.41376, 89.198, None
4, t, 20, 6.42067, 231.696, None
19, s, 1, 6.42744, 89.566, None
0, s, 59, 6.43072, 134.156, None
6, t, 3, 6.43481, 202.511, None
11, s, 9, 6.43712, 627.353, vp
6, s, 19, 6.44744, 312.793, None
17, s, 3, 6.45227, 213.721, None
10, s, 11, 6.45444, 379.219, None
3, t, 24, 6.46414, 221.386, None
6, t, 4, 6.46429, 203.087, None
8, s, 16, 6.46475, 246.488, None
2, t, 29, 6.46683, 212.857, None
1, s, 38, 6.46986, 150.898, None
5, t, 16, 6.47062, 215.008, None
15, s, 5, 6.47531, 243.132, None
5, s, 22, 6.47857, 271.887, None
9, s, 13, 6.48350, 484.731, vp
3, s, 30, 6.48770, 422.297, None
14, s, 6, 6.49351, 90.342, None
6, t, 5, 6.50107, 203.791, None
0, t, 54, 6.51618, 131.234, None
0, s, 60, 6.52232, 133.316, None
1, t, 38, 6.53273, 156.250, None
4, s, 27, 6.54180, 257.334, None
2, s, 32, 6.54203, 177.211, None
6, t, 6, 6.54507, 204.625, None
18, s, 2, 6.54569, 533.049, None
13, s, 8, 6.55359, 278.474, None
16, s, 4, 6.56864, 295.072, None
7, s, 0, 6.58071, 881.057, None
15, s, 6, 6.59593, 222.767, None
6, t, 7, 6.59624, 205.592, None
1, s, 39, 6.60116, 149.723, None
4, t, 21, 6.60812, 232.180, None
5, t, 17, 6.60994, 218.198, None
12, s, 9, 6.61023, 86.192, None
0, s, 61, 6.61400, 132.503, None
7, s, 17, 6.61422, 243.309, None
2, t, 30, 6.61902, 211.506, None
0, t, 55, 6.62598, 131.285, None
3, t, 25, 6.62935, 220.459, None
5, s, 23, 6.64117, 268.817, None
1, t, 39, 6.65389, 154.703, None
6, s, 20, 6.65448, 312.305, None
6, t, 8, 6.65450, 206.697, None
13, s, 9, 6.68616, 259.000, None
10, s, 12, 6.68711, 322.165, None
2, s, 33, 6.69904, 175.500, None
3, s, 31, 6.70457, 422.833, None
0, s, 62, 6.70578, 131.718, None
4, s, 28, 6.70977, 256.410, None
11, s, 10, 6.71242, 426.439, vp
6, t, 9, 6.71978, 207.900, None
1, s, 40, 6.73131, 148.500, None
0, t, 56, 6.73579, 131.354, None
5, t, 18, 6.75793, 221.779, None
7, s, 18, 6.76628, 240.964, None
9, s, 14, 6.76824, 484.731, vp
2, t, 31, 6.77036, 210.261, None
14, s, 7, 6.77289, 330.469, None
1, t, 40, 6.77429, 153.280, None
8, s, 17, 6.78822, 89.150, None
6, t, 10, 6.79198, 209.205, None
3, t, 26, 6.79354, 219.877, None
4, t, 22, 6.79504, 232.234, None
0, s, 63, 6.79764, 130.976, None
5, s, 24, 6.80439, 265.887, None
16, s, 5, 6.83641, 581.395, IC
0, t, 57, 6.84561, 131.423, None
17, s, 4, 6.85404, 85.543, IC(J)
6, s, 21, 6.85503, 308.071, None
2, s, 34, 6.85521, 173.913, None
1, s, 41, 6.86033, 147.232, None
12, s, 10, 6.86133, 330.907, None
6, t, 11, 6.87101, 210.615, None
10, s, 13, 6.87443, 277.701, None
4, s, 29, 6.87718, 255.297, None
0, s, 64, 6.88958, 130.242, None
18, s, 3, 6.89193, 851.789, IC
1, t, 41, 6.89400, 151.976, None
5, t, 19, 6.91469, 225.581, None
2, t, 32, 6.92090, 209.030, None
3, s, 32, 6.92136, 423.191, None
7, s, 19, 6.92184, 239.521, None
11, s, 11, 6.92223, 323.834, None
20, s, 1, 6.95404, 876.424, IC
0, t, 58, 6.95542, 131.510, None
6, t, 12, 6.95677, 212.134, None
3, t, 27, 6.95693, 219.443, None
5, s, 25, 6.96792, 262.950, None
4, t, 23, 6.98021, 232.072, None
0, s, 65, 6.98161, 129.534, None
1, s, 42, 6.98822, 145.943, None
2, s, 35, 7.01052, 172.414, None
1, t, 42, 7.01305, 150.761, None
9, s, 15, 7.02982, 430.108, vp
10, s, 14, 7.03876, 259.134, None
4, s, 30, 7.04391, 253.936, None
14, s, 8, 7.04789, 483.092, None
6, s, 22, 7.04818, 300.842, None
6, t, 13, 7.04919, 213.675, None
0, t, 59, 7.06524, 131.596, None
2, t, 33, 7.07065, 207.857, None
0, s, 66, 7.07371, 128.866, None
19, s, 2, 7.07881, 90.851, None
5, t, 20, 7.08011, 229.568, None
7, s, 20, 7.08196, 239.120, None
15, s, 7, 7.08582, 87.047, None
1, s, 43, 7.11501, 144.634, None
3, t, 28, 7.11964, 219.202, None
5, s, 26, 7.13142, 260.010, None
1, t, 43, 7.13151, 149.633, None
3, s, 33, 7.13807, 423.729, None
12, s, 11, 7.13882, 511.247, vp
6, t, 14, 7.14814, 215.332, None
11, s, 12, 7.14961, 366.972, None
16, s, 6, 7.15368, 739.645, IC
13, s, 10, 7.15554, 85.822, None
8, s, 18, 7.16243, 89.111, None
4, t, 24, 7.16304, 231.857, None
2, s, 36, 7.16496, 171.028, None
0, s, 67, 7.16589, 128.222, None
0, t, 60, 7.17506, 131.683, None
10, s, 15, 7.20925, 266.951, None
4, s, 31, 7.20987, 252.334, None
2, t, 34, 7.21963, 206.697, None
6, s, 23, 7.23392, 291.971, None
9, s, 16, 7.23958, 319.183, None
1, s, 44, 7.24071, 143.328, None
18, s, 4, 7.24100, 943.396, IC
7, s, 21, 7.24761, 240.038, None
1, t, 44, 7.24942, 148.588, None
6, t, 15, 7.25356, 216.967, None
5, t, 21, 7.25369, 233.318, None
0, s, 68, 7.25814, 127.584, None
3, t, 29, 7.28177, 219.058, None
0, t, 61, 7.28488, 131.787, None
5, s, 27, 7.29459, 256.937, None
2, s, 37, 7.31853, 169.779, None
4, t, 25, 7.34340, 231.589, None
0, s, 69, 7.35047, 126.984, None
14, s, 9, 7.35408, 528.541, None
3, s, 34, 7.35471, 424.088, None
20, s, 2, 7.35709, 515.464, IC
1, s, 45, 7.36535, 142.025, None
6, t, 16, 7.36537, 218.627, None
1, t, 45, 7.36683, 147.645, None
2, t, 35, 7.36785, 205.550, None
4, s, 32, 7.37498, 250.501, None
0, t, 62, 7.39470, 131.891, None
9, s, 17, 7.40356, 272.109, vp
6, s, 24, 7.41313, 282.965, None
11, s, 13, 7.41749, 420.345, None
7, s, 22, 7.41940, 242.307, None
10, s, 16, 7.42264, 329.164, None
8, s, 0, 7.42413, 851.789, None
5, t, 22, 7.43443, 236.630, None
0, s, 70, 7.44286, 126.406, None
3, t, 30, 7.44336, 218.962, None
12, s, 12, 7.45508, 570.125, vp
5, s, 28, 7.45718, 253.872, None
17, s, 5, 7.46122, 97.924, None
2, s, 38, 7.47121, 168.606, None
16, s, 7, 7.47414, 800.000, IC
6, t, 17, 7.48349, 220.264, None
1, t, 46, 7.48378, 146.778, None
1, s, 46, 7.48898, 140.726, None
21, s, 1, 7.49527, 211.954, None
7, t, 1, 7.49857, 209.996, None
0, t, 63, 7.50452, 131.996, None
19, s, 3, 7.50481, 228.102, None
7, t, 2, 7.51120, 210.084, None
21, s, 2, 7.51486, 218.484, None
2, t, 36, 7.51528, 204.332, None
18, s, 5, 7.51739, 229.095, None
4, t, 26, 7.52146, 231.374, None
7, t, 3, 7.53011, 210.172, None
0, s, 71, 7.53533, 125.849, None
8, s, 19, 7.53641, 89.055, None
4, s, 33, 7.53919, 248.447, None
19, s, 4, 7.54090, 220.361, None
9, s, 18, 7.55278, 255.951, vp
7, t, 4, 7.55527, 210.349, None
3, s, 35, 7.57127, 424.268, None
17, s, 6, 7.58067, 236.407, None
7, t, 5, 7.58661, 210.526, None
6, s, 25, 7.58727, 274.725, None
7, s, 23, 7.59720, 245.519, None
1, t, 47, 7.60031, 145.964, None
3, t, 31, 7.60442, 218.866, None
6, t, 18, 7.60790, 221.926, None
1, s, 47, 7.61163, 139.451, None
0, t, 64, 7.61433, 132.118, None
5, s, 29, 7.61901, 250.815, None
5, t, 23, 7.62080, 239.177, None
2, s, 39, 7.62302, 167.504, None
7, t, 6, 7.62409, 210.704, None
0, s, 72, 7.62787, 125.329, None
17, s, 7, 7.63512, 228.728, None
14, s, 10, 7.63575, 388.500, None
