 +7.77235E+00,-5.43960E+01
 +7.23729E+00,-5.41012E+01
 +6.62540E+00,-5.38142E+01
 +6.18373E+00,-5.41145E+01
 +5.49469E+00,-5.45429E+01
 +5.08372E+00,-5.43093E+01
 +4.82661E+00,-5.41616E+01
 +4.41458E+00,-5.44303E+01
 +3.95638E+00,-5.41267E+01
 +3.36894E+00,-5.38341E+01
 +3.02542E+00,-5.36507E+01
 +2.35975E+00,-5.40374E+01
 +1.69481E+00,-5.43990E+01
 +9.64534E-01,-5.48322E+01
 +4.43182E-01,-5.44512E+01
 -3.88257E-02,-5.46772E+01
 -4.37900E-01,-5.48518E+01
 -4.37900E-01,-5.48518E+01
 -1.03898E+00,-5.50190E+01
 -1.60588E+00,-5.51293E+01
 -1.61369E+00,-5.56529E+01
 -2.07998E+00,-5.56568E+01
 -2.89625E+00,-5.57072E+01
 -3.72024E+00,-5.57399E+01
 -4.05601E+00,-5.57694E+01
 -4.69061E+00,-5.58072E+01
 -4.67546E+00,-5.62102E+01
 -4.69342E+00,-5.65916E+01
 -5.44832E+00,-5.66270E+01
 -6.05679E+00,-5.66721E+01
 -6.09431E+00,-5.69823E+01
 -6.13025E+00,-5.72402E+01
 -6.53815E+00,-5.72700E+01
 -6.99917E+00,-5.73176E+01
 -7.01278E+00,-5.76172E+01
 -7.00902E+00,-5.78694E+01
 -7.52477E+00,-5.79204E+01
 -8.60685E+00,-5.79888E+01
 -9.88532E+00,-5.80915E+01
 -1.11897E+01,-5.81577E+01
 -1.26489E+01,-5.82406E+01
 -1.39543E+01,-5.83173E+01
 -1.50689E+01,-5.83904E+01
 -1.59715E+01,-5.84388E+01
 -1.60047E+01,-5.84593E+01
 -1.62258E+01,-5.87672E+01
 -1.64100E+01,-5.90984E+01
 -1.69169E+01,-5.90982E+01
 -1.76670E+01,-5.91289E+01
 -1.80600E+01,-5.91526E+01
 -1.81233E+01,-5.95093E+01
 -1.84325E+01,-5.95423E+01
 -1.85472E+01,-5.99376E+01
 -1.86464E+01,-6.02500E+01
 -1.93705E+01,-6.02891E+01
 -1.95812E+01,-6.08108E+01
 -2.06510E+01,-6.07817E+01
 -2.17186E+01,-6.07441E+01
 -2.29137E+01,-6.07232E+01
 -2.41069E+01,-6.06917E+01
 -2.50935E+01,-6.05450E+01
 -2.60709E+01,-6.03910E+01
 -2.60709E+01,-6.03910E+01
 -2.68895E+01,-6.05060E+01
 -2.76967E+01,-6.06171E+01
 -2.76967E+01,-6.06171E+01
 -2.87433E+01,-6.06010E+01
 -2.97382E+01,-6.05753E+01
 -3.10139E+01,-6.05118E+01
 -3.23670E+01,-6.04089E+01
 -3.23670E+01,-6.04089E+01
 -3.34464E+01,-6.07009E+01
 -3.48252E+01,-6.09895E+01
 -3.64181E+01,-6.13920E+01
 -3.75605E+01,-6.12433E+01
 -3.90930E+01,-6.10180E+01
 -3.98270E+01,-6.06340E+01
 -4.12136E+01,-6.09750E+01
 -4.20674E+01,-6.05010E+01
 -4.31509E+01,-6.03761E+01
 -4.42259E+01,-6.02425E+01
 -4.42259E+01,-6.02425E+01
 -4.56034E+01,-6.00915E+01
 -4.69632E+01,-5.99598E+01
 -4.82507E+01,-5.99684E+01
 -4.95994E+01,-6.00436E+01
 -5.08871E+01,-6.00936E+01
 -5.11194E+01,-6.05725E+01
 -5.20681E+01,-6.07527E+01
 -5.31221E+01,-6.10366E+01
 -5.43007E+01,-6.15102E+01
 -5.43007E+01,-6.15102E+01
 -5.54359E+01,-6.16868E+01
 -5.63056E+01,-6.20627E+01
 -5.73896E+01,-6.23038E+01
 -5.86143E+01,-6.25533E+01
 -6.01180E+01,-6.29452E+01
 -6.17501E+01,-6.32928E+01
 -6.24198E+01,-6.30013E+01
 -6.32916E+01,-6.28247E+01
 -6.39693E+01,-6.24224E+01
 -6.39693E+01,-6.24224E+01
 -6.31053E+01,-6.21100E+01
 -6.22029E+01,-6.18412E+01
 -6.13323E+01,-6.15431E+01
 -6.06502E+01,-6.13632E+01
 -5.98360E+01,-6.11768E+01
 -5.88906E+01,-6.10818E+01
 -5.81308E+01,-6.09615E+01
 -5.74938E+01,-6.08546E+01
 -5.69250E+01,-6.05647E+01
 -5.69250E+01,-6.05647E+01
 -5.82230E+01,-5.99993E+01
 -5.89698E+01,-5.97285E+01
 -5.97045E+01,-5.94535E+01
 -6.10399E+01,-5.90105E+01
 -6.25714E+01,-5.86029E+01
 -6.35707E+01,-5.83592E+01
 -6.46170E+01,-5.79586E+01
 -6.46170E+01,-5.79586E+01
 -6.58672E+01,-5.77363E+01
 -6.71018E+01,-5.75019E+01
 -6.80972E+01,-5.70717E+01
 -6.92561E+01,-5.68522E+01
 -7.04011E+01,-5.66220E+01
 -7.15481E+01,-5.62552E+01
 -7.22772E+01,-5.59624E+01
 -7.29952E+01,-5.56654E+01
 -7.34799E+01,-5.53590E+01
 -7.41202E+01,-5.50037E+01
 -7.47492E+01,-5.46451E+01
 -7.52389E+01,-5.42941E+01
 -7.57203E+01,-5.39412E+01
 -7.60197E+01,-5.34352E+01
 -7.63121E+01,-5.29285E+01
 -7.64833E+01,-5.20684E+01
 -7.64833E+01,-5.20684E+01
 -7.66257E+01,-5.13775E+01
 -7.67565E+01,-5.07289E+01
 -7.69898E+01,-4.98446E+01
 -7.70240E+01,-4.91923E+01
 -7.69255E+01,-4.85065E+01
 -7.66497E+01,-4.78746E+01
 -7.63210E+01,-4.74777E+01
 -7.59972E+01,-4.70799E+01
 -7.59581E+01,-4.64220E+01
 -7.60062E+01,-4.56585E+01
 -7.60062E+01,-4.56585E+01
 -7.66746E+01,-4.56427E+01
 -7.76607E+01,-4.57605E+01
 -7.77640E+01,-4.55885E+01
 -7.79902E+01,-4.50916E+01
 -7.82065E+01,-4.44111E+01
 -7.88933E+01,-4.45449E+01
 -7.95858E+01,-4.46655E+01
 -8.02811E+01,-4.47819E+01
 -8.11065E+01,-4.48760E+01
 -8.19346E+01,-4.49641E+01
 -8.21377E+01,-4.44040E+01
 -8.23507E+01,-4.36390E+01
 -8.25089E+01,-4.28607E+01
 -8.34475E+01,-4.29815E+01
 -8.34538E+01,-4.28730E+01
 -8.36037E+01,-4.22225E+01
 -8.37162E+01,-4.16737E+01
 -8.38269E+01,-4.11247E+01
 -8.44870E+01,-4.11909E+01
 -8.51484E+01,-4.12533E+01
 -8.62401E+01,-4.13925E+01
 -8.73364E+01,-4.15213E+01
 -8.74171E+01,-4.12729E+01
 -8.84467E+01,-4.13187E+01
 -8.92496E+01,-4.13781E+01
 -9.00540E+01,-4.14319E+01
 -9.00876E+01,-4.10585E+01
