7.600000000000000000e+01 -6.006188074816652289e+01
7.543767306394454408e+01 -6.000000000000000000e+01
7.500000000000000000e+01 -5.995104850897087090e+01
7.400000000000000000e+01 -5.981045934177399914e+01
7.300000000000000000e+01 -5.963943595242007234e+01
7.200000000000000000e+01 -5.943623624341752532e+01
7.100000000000000000e+01 -5.919860549308125286e+01
7.027287750248680709e+01 -5.900000000000000000e+01
7.000000000000000000e+01 -5.892379775325623825e+01
6.900000000000000000e+01 -5.861013972934942728e+01
6.800000000000000000e+01 -5.825437218918402493e+01
6.736086457331484212e+01 -5.800000000000000000e+01
6.700000000000000000e+01 -5.785220695977677252e+01
6.600000000000000000e+01 -5.740130826926933594e+01
6.519986296120006841e+01 -5.700000000000000000e+01
6.500000000000000000e+01 -5.689623262021704875e+01
6.400000000000000000e+01 -5.633378172892949465e+01
6.345657972194766216e+01 -5.600000000000000000e+01
6.300000000000000000e+01 -5.570843660548339926e+01
6.200000000000000000e+01 -5.501816531534982602e+01
6.197517954026506004e+01 -5.500000000000000000e+01
6.100000000000000000e+01 -5.425673761863787803e+01
6.068248981039525347e+01 -5.400000000000000000e+01
6.000000000000000000e+01 -5.342332042540620307e+01
5.952079973413979985e+01 -5.300000000000000000e+01
5.900000000000000000e+01 -5.251803617417514403e+01
5.845668353259007688e+01 -5.200000000000000000e+01
5.800000000000000000e+01 -5.154318527820531415e+01
5.746507308979633422e+01 -5.100000000000000000e+01
5.700000000000000000e+01 -5.050439762950979627e+01
5.652658838690643250e+01 -5.000000000000000000e+01
5.600000000000000000e+01 -4.941162739984572738e+01
5.562565675551175559e+01 -4.900000000000000000e+01
5.500000000000000000e+01 -4.827961713807906108e+01
5.474909085376476270e+01 -4.800000000000000000e+01
5.400000000000000000e+01 -4.712747532877894230e+01
5.388489683850480816e+01 -4.700000000000000000e+01
5.302059436592078612e+01 -4.600000000000000000e+01
5.300000000000000000e+01 -4.597461267501186200e+01
5.213992384470984831e+01 -4.500000000000000000e+01
5.200000000000000000e+01 -4.483186746882887519e+01
5.122907640940235297e+01 -4.400000000000000000e+01
5.100000000000000711e+01 -4.373679444855390841e+01
5.026627931108674829e+01 -4.300000000000000000e+01
5.000000000000000000e+01 -4.271289312797615878e+01
4.921824127215430167e+01 -4.200000000000000000e+01
4.900000000000000000e+01 -4.178326586780887197e+01
4.802743851891213467e+01 -4.100000000000000000e+01
4.800000000000000000e+01 -4.097539269852087784e+01
4.700000000000000000e+01 -4.025276902175401261e+01
4.653369673943611673e+01 -4.000000000000000000e+01
4.600000000000000000e+01 -3.967187653024981842e+01
4.500000000000000000e+01 -3.923071705405236287e+01
4.423206054611358695e+01 -3.900000000000000000e+01
4.400000000000000000e+01 -3.891823174140282759e+01
4.300000000000000000e+01 -3.868566958180829829e+01
4.200000000000000000e+01 -3.856704175681319668e+01
4.100000000000000000e+01 -3.853784032654257885e+01
4.000000000000000000e+01 -3.858413768459293181e+01
3.900000000000000000e+01 -3.869780421470577636e+01
3.799999999999999289e+01 -3.887396179813384123e+01
3.747379336312047826e+01 -3.900000000000000000e+01
